,adoption_in_year,adoption_pr_y_munic,cumul_adoption_10_y_pr_y_munic,adoption_pr_y_neighbours_adj,cumul_adoption_10_y_pr_y_neighbours_adj,adoption_pr_y_port,cumul_adoption_10_y_pr_y_port,individual_prod_num,individual_prod_autonomous,individual_prod_in_business,educ_cannot_read_write,educ_can_read_write,educ_basic_1st_cycle,educ_basic_2nd_cycle,educ_basic_3rd_cycle,educ_secondary_agr,educ_secondary_not_agr,educ_polyt_or_superior_agr,educ_polyt_or_superior_not_agr,prof_only_practical,prof_short,prof_long,prof_short_and_long,prof_complete,agr_time_partial,agr_time_full,ext_imp_principal,ext_imp_secondary,ext_sit_employer,ext_sit_self_employed,ext_sit_employed_by_others,ext_sit_in_family,pastures_area_munic,pastures_mean_size_munic,av_d_mean_t_pr_y_munic,days_mean_t_over_20_pr_y_munic,days_mean_t_over_25_pr_y_munic,av_d_max_t_pr_y_munic,days_max_t_over_30_pr_y_munic,av_d_min_t_pr_y_munic,days_min_t_under_0_pr_y_munic,av_prec_sum_pr_y_munic,days_no_prec_pr_y_munic,cons_days_no_prec_pr_y_munic,av_d_mean_t_average_munic,days_mean_t_over_20_average_munic,days_mean_t_over_25_average_munic,av_d_max_t_average_munic,days_max_t_over_30_average_munic,av_d_min_t_average_munic,days_min_t_under_0_average_munic,av_prec_sum_average_munic,days_no_prec_average_munic,cons_days_no_prec_average_munic,CaCO3_mean_munic,CN_mean_munic,N_mean_munic,P_mean_munic,pH_mean_munic,sbp_payment
0,0.05968992248062016,0.0,0.0,0.0,0.0,0.0,0.0,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,16.806703694661458,115.5,30.333333333333336,55.0,55.0,11.533195393880208,0.33333333333333337,1071.466748046875,253.66666666666663,104.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
1,0.03255813953488372,0.05968992248062016,0.05968992248062016,0.002898677495666671,0.002898677495666671,0.0013130841928851568,0.001313084192885157,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,17.06656656901042,91.33333333333334,21.0,36.5,36.5,11.92433817545573,0.0,847.166707356771,287.33333333333337,59.66666666666666,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
2,0.009302325581395349,0.03255813953488372,0.09224806201550388,0.0018847495979286788,0.004783427093595349,0.001529444656485552,0.0028425288493707105,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,17.55995625813802,125.0,36.66666666666666,70.16666666666667,70.16666666666667,12.333782552083333,0.0,937.24990234375,274.5,91.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
3,0.03023255813953488,0.009302325581395349,0.10155038759689924,0.006757607562825729,0.011541034656421078,0.0031067948965632065,0.005949323745933917,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,16.824317423502606,123.16666666666666,24.666666666666664,58.16666666666667,58.16666666666667,11.217772623697918,0.0,379.89998372395837,314.0,72.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
4,0.028682170542635662,0.03023255813953488,0.13178294573643412,0.006679905131657096,0.018220939788078167,0.0030773447427156018,0.009026668488649513,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,16.595770670572918,111.33333333333334,29.666666666666664,58.0,58.0,11.265899047851562,0.0,601.1833333333333,293.5,61.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
5,0.01627906976744186,0.028682170542635662,0.16046511627906976,0.0062148228801271145,0.02443576266820529,0.003040433883226606,0.01206710237187612,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,17.237726643880208,118.5,34.166666666666664,68.0,68.0,11.966181640625,0.0,945.7666829427085,263.66666666666663,48.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
6,0.06124031007751937,0.01627906976744186,0.17674418604651165,0.014316105211997178,0.03875186788020247,0.004162288410461323,0.016229390782337434,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,16.59594482421875,124.33333333333334,19.0,64.83333333333333,64.83333333333333,10.909610188802082,0.0,443.8333577473958,310.5,88.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
7,0.015503875968992246,0.0,0.23798449612403105,0.01937632299943729,0.06599553174044975,0.008465152221955206,0.030846091139980106,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,17.014744669596354,130.83333333333334,31.333333333333336,72.33333333333333,72.33333333333333,11.838473714192707,0.0,592.3166097005208,297.83333333333337,76.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
8,0.013953488372093023,0.015503875968992246,0.2534883720930233,0.02387740460735321,0.08987293634780298,0.009748393592274794,0.04059448473225488,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,16.23557393391927,132.66666666666666,35.0,86.33333333333334,86.33333333333334,10.888811442057293,2.333333333333333,270.5000040690104,331.33333333333337,72.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
9,0.0372093023255814,0.0,0.20775193798449607,0.007617156805708089,0.1102152330656416,0.0058044289890037066,0.05273344547951922,2103.0,0.9833571088920592,0.016642891107941038,0.05896338563956253,0.1902044698050404,0.5534950071326676,0.05706134094151213,0.0451735615786971,0.0028530670470756072,0.041844983357108886,0.002377555872563005,0.04802662862577271,0.9781264859724204,0.0033285782215882074,0.007132667617689016,0.006181645268663814,0.005230622919638612,0.9158345221112696,0.08416547788873037,0.2962434617213505,0.0028530670470756072,0.03851640513552068,0.06371849738468854,0.17403708987161198,0.00047551117451260106,1290.0,15.0,15.798471272786458,90.16666666666666,14.166666666666668,49.66666666666667,49.66666666666667,10.86137919108073,0.5,713.4833740234375,283.66666666666663,67.0,16.596448084513348,116.61111111111113,26.902777777777768,66.53472222222223,66.53472222222223,11.317640262179903,0.9375,685.084721713596,289.6527777777778,68.9513888888889,11.578111025861945,15.373728829045449,1.327431098470551,6.903448951160067,5.697485476839073,0.0
